,stock,material,descripcion,tipoMaterial,umb,mat,sm,grupo,jerarquia,numerofab,fabricante,extension,creado,modificado
0,71000000091,91000000001,"WIRE, NONELECTRICAL",HERS,M,,,261215,,10011477,CENTELSA,,2016-04-27,2022-10-03
1,71000000091,91000000002,"WIRE, NONELECTRICAL",HERS,M,,,261215,,200303,CENTELSA,,2016-04-27,2022-10-03
2,71000000091,91000000003,"WIRE, NONELECTRICAL",HERS,M,X,,261215,,200354,CENTELSA,,2016-04-27,2022-10-03
3,71000000125,91000000004,"WIRE, NONELECTRICAL",HERS,M,,,261215,,2051016R - NEGRO,CENTELSA,,2016-04-27,2022-10-03
4,71000000158,91000252927,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,C THHN/THWN 90ÃÂ°C CU 2 AWG 600,CENTELSA,,2016-04-27,2022-10-03
5,71000000182,91000000006,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,4 CAUCA,CEAT-GEN,,2016-04-27,2022-10-03
6,71000000182,91000000007,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,CABLE 4AWG-THW,CEAT-GEN,,2016-04-27,2022-10-03
7,71000000182,91000000008,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,10011394,CENTELSA,,2016-04-27,2022-10-03
8,71000000182,91000000009,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,2004008S,CENTELSA,,2016-04-27,2022-10-03
9,71000000182,91000252928,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,C THHN/THWN 90ÃÂ°C CU 4 AWG 600,CENTELSA,,2016-04-27,2022-10-03
10,71000000182,91500024770,TEST AFTER BLACK OUT,HERS,M,,,1,,1234,SIEMENS,,2017-06-20,2017-06-20
11,71000000182,91500024780,TEST AFTER BLACK OUT,HERS,M,,,1,,123,AB,,2017-06-14,
12,71000000208,91000000011,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,CABLE 6AWG-THW,CEAT-GEN,,2016-04-27,2022-10-03
13,71000000208,91000000013,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,CABLE 6AWG-THW,CENTELSA,,2016-04-27,2022-10-03
14,71000000208,91000252929,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,C THHN/THWN 90ÃÂ°C CU 6 AWG 600,CENTELSA,,2016-04-27,2022-10-03
15,71000000257,91000000014,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,NOT AVAIBLE,CENTELSA,,2016-04-27,2022-10-03
16,71000000257,91000000015,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,000220053,FUSION,,2016-04-27,2022-10-03
17,71000000281,91000000016,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,NOT AVAIBLE,CENTELSA,,2016-04-27,2022-10-03
18,71000000299,91000000017,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,THHN/THWN 12 AWG,CENTELSA,,2016-04-27,2022-10-03
19,71000000315,91000000018,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,CABLE 14AWG-THW,CEAT-GEN,,2016-04-27,2022-10-03
20,71000000315,91000252930,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,C THHN/THWN 90ÃÂ°C CU 14 AWG 600,CENTELSA,,2016-04-27,2022-10-03
21,71000000349,91000000020,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,200394,CENTELSA,,2016-04-27,2022-10-03
22,71000000349,91000000021,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,5573308,CENTELSA,,2016-04-27,2022-10-03
23,71000000356,91000000022,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,NOT AVAIBLE,CENTELSA,,2016-04-27,2022-10-03
24,71000000380,91000000023,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,BOYACA 4/0 - AMARILLO,CEAT-GEN,,2016-04-27,2022-10-03
25,71000000380,91000000024,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,4/0 AWG-THWN 37H,CENTELSA,,2016-04-27,2022-10-03
26,71000000380,91000000025,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,SOLDADOR 4/0 - AMARILLO,CENTELSA,,2016-04-27,2022-10-03
27,71000000380,91000000026,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,SOLDADOR 4/0 - AMARILLO,FACOMEC,,2016-04-27,2022-10-03
28,71000000505,91000000027,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,NOT AVAIBLE,CENTELSA,,2016-04-27,2022-10-03
29,71000000513,91000000028,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,10011362,CENTELSA,,2016-04-27,2022-10-03
30,71000000513,91000252931,"CABLE ASSEMBLY, POWER, ELECTRICAL",HERS,M,,,261216,,ST-C 75ÃÂ°C CU 3X12 AWG(K)600V,CENTELSA,,2016-04-27,2022-10-03
31,71000000927,91000000030,"CONNECTOR, SPLIT BOLT",HERS,ST,,,401615,,KS-26,BURNDY,,2016-04-27,
32,71000000943,91000000032,"CONNECTOR, SPLIT BOLT",HERS,ST,,,401615,,KS-31,BURNDY,,2016-04-27,
33,71000000950,91000000033,"CONNECTOR, SPLIT BOLT",HERS,ST,,,401615,,KS-34,BURNDY,,2016-04-27,
34,71000001354,91000000034,"ELBOW, ELECTRICAL CONDUIT",HERS,ST,,,391317,,LPDELS100,TECNA,,2016-04-27,2022-11-01
35,71000001438,91000000035,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,BC6,CROUSEHI,,2016-04-27,
36,71000001446,91000000036,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,C-27TA,APPLETON,,2016-04-27,
37,71000001446,91000000037,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,C-27,CROUSEHI,,2016-04-27,
38,71000001446,91000000038,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,C-27SA,GEDNEY,,2016-04-27,
39,71000001446,91000000039,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,IMC-2,ILURAM,,2016-04-27,
40,71000001446,91000000040,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,OC-2,KILLARK,,2016-04-27,
41,71000001461,91000000041,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,C-100TA,APPLETON,,2016-04-27,
42,71000001461,91000000042,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,C37 + 370 + GASK573,APPLETON,,2016-04-27,
43,71000001461,91000000043,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,C-37,CROUSEHI,,2016-04-27,
44,71000001461,91000000044,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,C-37SA,CROUSEHI,,2016-04-27,
45,71000001461,91000000045,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,C37 + 370 + GASK573,CROUSEHI,,2016-04-27,
46,71000001461,91000000046,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,C-37SA,GEDNEY,,2016-04-27,
47,71000001461,91000000047,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,IMC-3,ILURAM,,2016-04-27,
48,71000001461,91000000048,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,OC-3,KILLARK,,2016-04-27,
49,71000001750,91000000050,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GRC75-A,APPLETON,,2016-04-27,
50,71000001750,91000000051,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAC-26,CROUSEHI,,2016-04-27,
51,71000001750,91000000052,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAC-26SA,CROUSEHI,,2016-04-27,
52,71000001750,91000000053,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAC26,CROUSEHI,,2016-04-27,
53,71000001750,91000000054,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAC50,GEDNEY,,2016-04-27,
54,71000001750,91000000055,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,XGUAC2,ILURAM,,2016-04-27,
55,71000001750,91000000056,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GECCT-2,KILLARK,,2016-04-27,
56,71000001750,91000000057,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,SX6GUAC075,TECNA,,2016-04-27,
57,71000001768,91000000058,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,GRC100-A,APPLETON,,2016-04-27,
58,71000001768,91000000059,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,GUAC-36,CROUSEHI,,2016-04-27,
59,71000001768,91000000060,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,GUAC-36SA,CROUSEHI,,2016-04-27,
60,71000001768,91000000061,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,GUAC36,CROUSEHI,,2016-04-27,
61,71000001768,91000000062,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,GUAC100,GEDNEY,,2016-04-27,
62,71000001768,91000000063,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,XGUAC3,ILURAM,,2016-04-27,
63,71000001768,91000000064,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,GECCT-3,KILLARK,,2016-04-27,
64,71000001768,91000000065,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,SX6GUAC100,TECNA,,2016-04-27,
65,71000001776,91000000066,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,GRC150-A,APPLETON,,2016-04-27,
66,71000001776,91000000067,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,GUAC-59,CROUSEHI,,2016-04-27,
67,71000001776,91000000068,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,GUAC-59SA,CROUSEHI,,2016-04-27,
68,71000001776,91000000069,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,GUAC150,GEDNEY,,2016-04-27,
69,71000001776,91000000070,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,XGUAC5,ILURAM,,2016-04-27,
70,71000001776,91000000071,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,GEJLT-5,KILLARK,,2016-04-27,
71,71000001776,91000000072,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,SX6GUAC150,TECNA,,2016-04-27,
72,71000001875,91000000073,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GRT75-A,APPLETON,,2016-04-27,
73,71000001875,91000000074,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT 26 3/4 21,CROUSEHI,,2016-04-27,
74,71000001875,91000000075,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT-26,CROUSEHI,,2016-04-27,
75,71000001875,91000000076,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT26SA,CROUSEHI,,2016-04-27,
76,71000001875,91000000077,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT75,GEDNEY,,2016-04-27,
77,71000001875,91000000078,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,XGUAT-2,ILURAM,,2016-04-27,
78,71000001875,91000000079,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,SX6GUAAT075,TECNA,,2016-04-27,
79,71000001875,91000000080,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,SX6GUAT-075,TECNA,,2016-04-27,
80,71000001883,91000000081,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GRJT50,APPLETON,,2016-04-27,
81,71000001883,91000000082,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GRT100-A,APPLETON,,2016-04-27,
82,71000001883,91000000083,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT-36,CROUSEHI,,2016-04-27,
83,71000001883,91000000084,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT16SA,CROUSEHI,,2016-04-27,
84,71000001883,91000000085,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT36,CROUSEHI,,2016-04-27,
85,71000001883,91000000086,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT36SA,CROUSEHI,,2016-04-27,
86,71000001883,91000000087,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT100-A,GEDNEY,,2016-04-27,
87,71000001883,91000000088,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT50,GEDNEY,,2016-04-27,
88,71000001883,91000000089,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,XGUAT3,ILURAM,,2016-04-27,
89,71000001883,91000000090,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GECTT-1,KILLARK,,2016-04-27,
90,71000001883,91000000091,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GETT3,KILLARK,,2016-04-27,
91,71000001883,91000000092,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,SX6GUAAT100,TECNA,,2016-04-27,
92,71000001883,91000000093,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,SX6GUAT-100,TECNA,,2016-04-27,
93,71000001883,91000000094,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,SX6GUAT050,TECNA,,2016-04-27,
94,71000001909,91000000095,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT-59,CROUSEHI,,2016-04-27,
95,71000001909,91000000096,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT150,CROUSEHI,,2016-04-27,
96,71000001909,91000000097,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT59SA,CROUSEHI,,2016-04-27,
97,71000001909,91000000098,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GUAT150,GEDNEY,,2016-04-27,
98,71000001909,91000000099,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,XGUAT-5,ILURAM,,2016-04-27,
99,71000001909,91000000100,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,GEJTT-5,KILLARK,,2016-04-27,
100,71000001909,91000000101,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,SX6GUAAT150,TECNA,,2016-04-27,
101,71000001909,91500060884,"BOX CONNECTOR, ELECTRICAL",HERS,ST,,,391213,,S7-GUAT,SOLDEXEL,,2019-11-15,
102,71000001917,91000000102,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GRX75,APPLETON,,2016-04-27,
103,71000001917,91000000103,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GRX75-A,APPLETON,,2016-04-27,
104,71000001917,91000000104,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GUAX-24,CROUSEHI,,2016-04-27,
105,71000001917,91000000105,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GUAX26,CROUSEHI,,2016-04-27,
106,71000001917,91000000106,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GUAX26SA,CROUSEHI,,2016-04-27,
107,71000001917,91000000107,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GUAX-75,GEDNEY,,2016-04-27,
108,71000001917,91000000108,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GUAX75,GEDNEY,,2016-04-27,
109,71000001917,91000000109,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,XGUAX2,ILURAM,,2016-04-27,
110,71000001917,91000000110,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GECXT-2,KILLARK,,2016-04-27,
111,71000001917,91000000111,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,SX6GUAX-075,TECNA,,2016-04-27,
112,71000001917,91000000112,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,SX6GUAX075,TECNA,,2016-04-27,
113,71000001925,91000000113,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GRX100-A,APPLETON,,2016-04-27,
114,71000001925,91000000114,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GUAX-36,CROUSEHI,,2016-04-27,
115,71000001925,91000000115,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GUAX36SA,CROUSEHI,,2016-04-27,
116,71000001925,91000000116,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GUAX100,GEDNEY,,2016-04-27,
117,71000001925,91000000117,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,XGUAX3,ILURAM,,2016-04-27,
118,71000001925,91000000118,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,GECXT-3,KILLARK,,2016-04-27,
119,71000001925,91000000119,"CROSS, ELECTRICAL CONDUIT",HERS,ST,,,391317,,SX6GUAX-100,TECNA,,2016-04-27,
120,71000001966,91000000120,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LB-27,APPLETON,,2016-04-27,
121,71000001966,91000000121,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LB27,APPLETON,,2016-04-27,
122,71000001966,91000000122,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LB27 + 270 + GASK572,APPLETON,,2016-04-27,
123,71000001966,91000000123,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LB75-T-A,APPLETON,,2016-04-27,
124,71000001966,91000000124,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LB-27,CROUSEHI,,2016-04-27,
125,71000001966,91000000125,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LB27 + 270 + GASK572,CROUSEHI,,2016-04-27,
126,71000001966,91000000126,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LB27SA,CROUSEHI,,2016-04-27,
127,71000001966,91000000127,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LB-75,GEDNEY,,2016-04-27,
128,71000001966,91000000128,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LB27,GEDNEY,,2016-04-27,
129,71000001966,91000000129,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LB27-SA,GEDNEY,,2016-04-27,
130,71000001966,91000000130,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,OLB-2,KILLARK,,2016-04-27,
131,71000001966,91000000131,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,SB4LBA075,TECNA,,2016-04-27,
132,71000002089,91000000132,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,ELBD100-A,APPLETON,,2016-04-27,
133,71000002089,91000000133,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LBH-30,CROUSEHI,,2016-04-27,
134,71000002089,91000000134,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LBH30SA,CROUSEHI,,2016-04-27,
135,71000002089,91000000135,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LBH1010A,GEDNEY,,2016-04-27,
136,71000002089,91000000136,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,XLBH-3,ILURAM,,2016-04-27,
137,71000002089,91000000137,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,XALB-3,KILLARK,,2016-04-27,
138,71000002097,91000000138,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,ELBD150-A,APPLETON,,2016-04-27,
139,71000002097,91000000139,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LBD5500SA,CROUSEHI,,2016-04-27,
140,71000002097,91000000140,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LBH50SA,CROUSEHI,,2016-04-27,
141,71000002097,91000000141,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LBH1515A,GEDNEY,,2016-04-27,
142,71000002097,91000000142,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,XLBH-5,ILURAM,,2016-04-27,
143,71000002097,91000000143,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,XALB-5,KILLARK,,2016-04-27,
144,71000002238,91000000144,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LR27 + 270 + GASK572,APPLETON,,2016-04-27,
145,71000002238,91000000145,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LR75T-A,APPLETON,,2016-04-27,
146,71000002238,91000000146,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LR-27,CROUSEHI,,2016-04-27,
147,71000002238,91000000147,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LR27 + 270 + GASK572,CROUSEHI,,2016-04-27,
148,71000002238,91000000148,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LR27SA,CROUSEHI,,2016-04-27,
149,71000002238,91000000149,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,LR27-SA,GEDNEY,,2016-04-27,
150,71000002238,91000000150,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,IMLR-2,ILURAM,,2016-04-27,
151,71000002238,91000000151,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,OLR-2,KILLARK,,2016-04-27,
152,71000002238,91000000152,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,SB4LR075,TECNA,,2016-04-27,
153,71000002238,91000000153,"BOX, CONDUIT OUTLET",HERS,ST,,,391213,,SB4LRA075,TECNA,,2016-04-27,
154,71000002337,91000000154,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T27 + 270 + GASK572,APPLETON,,2016-04-27,
155,71000002337,91000000155,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T75T-A,APPLETON,,2016-04-27,
156,71000002337,91000000156,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T27,CROUSEHI,,2016-04-27,
157,71000002337,91000000157,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T27 + 270 + GASK572,CROUSEHI,,2016-04-27,
158,71000002337,91000000158,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T27SA,CROUSEHI,,2016-04-27,
159,71000002337,91000000159,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T27-SA,GEDNEY,,2016-04-27,
160,71000002337,91000000160,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,OT-2,KILLARK,,2016-04-27,
161,71000002337,91000000161,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,SB4TA075,TECNA,,2016-04-27,
162,71000002352,91000000162,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T100-M,APPLETON,,2016-04-27,
163,71000002352,91000000163,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T100T-A,APPLETON,,2016-04-27,
164,71000002352,91000000164,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T-37,CROUSEHI,,2016-04-27,
165,71000002352,91000000165,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T-39,CROUSEHI,,2016-04-27,
166,71000002352,91000000166,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T37,CROUSEHI,,2016-04-27,
167,71000002352,91000000167,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T37SA,CROUSEHI,,2016-04-27,
168,71000002352,91000000168,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T-100,GEDNEY,,2016-04-27,
169,71000002352,91000000169,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,T37-SA,GEDNEY,,2016-04-27,
170,71000002352,91000000170,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,OT-3,KILLARK,,2016-04-27,
171,71000002352,91000000171,"TEE, ELECTRICAL CONDUIT",HERS,ST,,,39131713,,SB4TA100,TECNA,,2016-04-27,
172,71000002733,91000000172,"COVER, CONDUIT OUTLET",HERS,ST,,,39131713,,370,APPLETON,,2016-04-27,
173,71000002733,91000000173,"COVER, CONDUIT OUTLET",HERS,ST,,,39131713,,370,CROUSEHI,,2016-04-27,
174,71000002733,91000000174,"COVER, CONDUIT OUTLET",HERS,ST,,,39131713,,370,GEDNEY,,2016-04-27,
175,71000002741,91000000175,"COVER, CONDUIT OUTLET",HERS,ST,,,39131713,,570,APPLETON,,2016-04-27,
176,71000002741,91000000176,"COVER, CONDUIT OUTLET",HERS,ST,,,39131713,,570,CROUSEHI,,2016-04-27,
177,71000002741,91000000177,"COVER, CONDUIT OUTLET",HERS,ST,,,39131713,,570,GEDNEY,,2016-04-27,
178,71000003129,91000000178,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY50NR,APPLETON,,2016-04-27,
179,71000003129,91000000179,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY50R,APPLETON,,2016-04-27,
180,71000003129,91000000180,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY 105,CROUSEHI,,2016-04-27,
181,71000003129,91000000181,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY105,CROUSEHI,,2016-04-27,
182,71000003129,91000000182,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY50S,GEDNEY,,2016-04-27,
183,71000003129,91000000183,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY-105,ILURAM,,2016-04-27,
184,71000003129,91000000184,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,GUM-1,KILLARK,,2016-04-27,
185,71000003129,91000000185,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY105,T&B,,2016-04-27,
186,71000003129,91000000186,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,SX2UNY-050,TECNA,,2016-04-27,
187,71000003129,91000000187,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,SX2UNY050,TECNA,,2016-04-27,
188,71000003137,91000000188,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY75NR,APPLETON,,2016-04-27,
189,71000003137,91000000189,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY-205,CROUSEHI,,2016-04-27,
190,71000003137,91000000190,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY-75S,GEDNEY,,2016-04-27,
191,71000003137,91000000191,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,XUFMH-2,ILURAM,,2016-04-27,
192,71000003137,91000000192,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,GUM-2,KILLARK,,2016-04-27,
193,71000003137,91000000193,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY205,T&B,,2016-04-27,
194,71000003137,91000000194,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,SX2UNY075,TECNA,,2016-04-27,
195,71000003145,91000000195,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY100NR,APPLETON,,2016-04-27,
196,71000003145,91000000196,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY305,CROUSEHI,,2016-04-27,
197,71000003145,91000000197,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY100S,GEDNEY,,2016-04-27,
198,71000003145,91000000198,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,UNY-305,ILURAM,,2016-04-27,
199,71000003145,91000000199,"UNION, ELECTRICAL CONDUIT",HERS,ST,,,39131707,,XUFMH-3,ILURAM,,2016-04-27,
